platform	external_id	title	price	rating	review_count	sold	commission_rate	source_url	affiliate_link	image_url	purchase_signal	selected_order
amazon	B0CCQ95FXS	Bosch Serra tico tico GST 750 220V + 1 lâmina	R$ 417,00	4.9	119		8	https://www.amazon.com.br/dp/B0CCQ95FXS	https://www.amazon.com.br/dp/B0CCQ95FXS?tag=910556142-20	https://m.media-amazon.com/images/I/61KheHP0q2L._AC_UL320_.jpg	Mais de 50 compras no mês passado	12
amazon	B0DF84JKVF	DEWALT Esmerilhadeira Angular Sem Fio 20V Max* Xr De 4-1/2-5 Pol. (Somente Ferramenta) (Dcg410B)	R$ 1.777,63	4.9	119		8	https://www.amazon.com.br/dp/B0DF84JKVF	https://www.amazon.com.br/dp/B0DF84JKVF?tag=910556142-20	https://m.media-amazon.com/images/I/51o1yxbmgaL._AC_UL320_.jpg		13
amazon	B076L251TV	MAKITA SERRA MARMORE 125MM (5 POL) 1450W 110V 4100NH2Z	R$ 438,99	4.9	90		8	https://www.amazon.com.br/dp/B076L251TV	https://www.amazon.com.br/dp/B076L251TV?tag=910556142-20	https://m.media-amazon.com/images/I/51KUr4yol+L._AC_UL320_.jpg		14
amazon	B0BMKTCPDY	Milwaukee Ferramenta Elétrica M18 Fuel 4-1/2" / 5" Variável	R$ 1.855,39	4.9	79		8	https://www.amazon.com.br/dp/B0BMKTCPDY	https://www.amazon.com.br/dp/B0BMKTCPDY?tag=910556142-20	https://m.media-amazon.com/images/I/41e-5une8SL._AC_UL320_.jpg		15
amazon	B00ET5VMTU	DEWALT Kit de furadeira/parafusadeira sem fio 20V Max, compacto, 13 mm (DCD771C2), amarelo	R$ 1.029,13	4.8	47700		8	https://www.amazon.com.br/dp/B00ET5VMTU	https://www.amazon.com.br/dp/B00ET5VMTU?tag=910556142-20	https://m.media-amazon.com/images/I/81dmm7FomNL._AC_UL320_.jpg		16
amazon	B09V1SM8QB	WAP Parafusadeira e Furadeira à Bateria 12V BPF-12K3, Kit de 13 Acessórios e Maleta, Empunhadura Emborrachada, Bivolt	R$ 125,00	4.8	22600		8	https://www.amazon.com.br/dp/B09V1SM8QB	https://www.amazon.com.br/dp/B09V1SM8QB?tag=910556142-20	https://m.media-amazon.com/images/I/81hJD-odFeL._AC_UL320_.jpg	Mais de 4 mil compras no mês passado	17
amazon	B000OQ21CA	IRWIN Alicate Descascador para Fios Auto Ajustável 8 Polegadas 2078300	R$ 149,89	4.8	17300		8	https://www.amazon.com.br/dp/B000OQ21CA	https://www.amazon.com.br/dp/B000OQ21CA?tag=910556142-20	https://m.media-amazon.com/images/I/51IQi-ki-KL._AC_UL320_.jpg	Mais de 100 compras no mês passado	18
amazon	B00I8MYMT2	Wera - Conjunto Bits e Soquetes Tool Check Plus - Milimétrica	R$ 934,26	4.8	15300		8	https://www.amazon.com.br/dp/B00I8MYMT2	https://www.amazon.com.br/dp/B00I8MYMT2?tag=910556142-20	https://m.media-amazon.com/images/I/81L77xBd++L._AC_UL320_.jpg	Mais de 100 compras no mês passado	19
amazon	B07VBB55X5	Dewalt Multi Ferramenta Oscilante, Ideal para Cortes em Parafusos e Madeira, Sem Bateria e Sem Carregador, Modelo DCS356B, 20V MAX XR Li-Íon	R$ 1.201,03	4.8	13900		8	https://www.amazon.com.br/dp/B07VBB55X5	https://www.amazon.com.br/dp/B07VBB55X5?tag=910556142-20	https://m.media-amazon.com/images/I/61DExRdcCRL._AC_UL320_.jpg		20
amazon	B00CBY2EIO	Dewalt Caixa Organizadora para Ferramentas com Fecho Metálico e Caixa Profunda, Modelo DWST17806	R$ 320,57	4.8	12300		8	https://www.amazon.com.br/dp/B00CBY2EIO	https://www.amazon.com.br/dp/B00CBY2EIO?tag=910556142-20	https://m.media-amazon.com/images/I/7165V6S8hIL._AC_UL320_.jpg		21
amazon	B085B253MD	DEWALT Kit de ferramentas oscilantes 20V MAX XR, 3 velocidades, com lâminas, bateria e carregador incluídos (DCS356C1)	R$ 1.387,56	4.8	11900		8	https://www.amazon.com.br/dp/B085B253MD	https://www.amazon.com.br/dp/B085B253MD?tag=910556142-20	https://m.media-amazon.com/images/I/81Q8G3zu0yL._AC_UL320_.jpg		22
amazon	B07B2XB9D4	Vonder, Parafusadeira e Furadeira 12 V	R$ 183,00	4.8	11900		8	https://www.amazon.com.br/dp/B07B2XB9D4	https://www.amazon.com.br/dp/B07B2XB9D4?tag=910556142-20	https://m.media-amazon.com/images/I/81H2b8d6RYL._AC_UL320_.jpg	Mais de 200 compras no mês passado	23
amazon	B00QEBOE0Q	Multiferramenta Cortadora 18V SEM Bateria DTM51RZ Makita	R$ 1.279,00	4.8	9900		8	https://www.amazon.com.br/dp/B00QEBOE0Q	https://www.amazon.com.br/dp/B00QEBOE0Q?tag=910556142-20	https://m.media-amazon.com/images/I/71-oUgHGBrL._AC_UL320_.jpg		24
amazon	B08XQWLDKP	Bosch Furadeira Parafusadeira GSR 1000 Smart, Com Acessórios, 12 Volts	R$ 366,00	4.8	9500		8	https://www.amazon.com.br/dp/B08XQWLDKP	https://www.amazon.com.br/dp/B08XQWLDKP?tag=910556142-20	https://m.media-amazon.com/images/I/61nXSgxFHeL._AC_UL320_.jpg	Mais de 2 mil compras no mês passado	25
amazon	B07457BXJW	DEWALT Esmerilhadeira de 4 1/2 Pol. - 5 Pol. (114mm -127mm) Ion-Litio 20V MAX* 9000 RPM Brushless sem Bateria e sem Carregador DCG413B	R$ 1.499,90	4.8	9100		8	https://www.amazon.com.br/dp/B07457BXJW	https://www.amazon.com.br/dp/B07457BXJW?tag=910556142-20	https://m.media-amazon.com/images/I/714jxrOoXKL._AC_UL320_.jpg		26
amazon	B00080DPNQ	Cortador e descascador de fios Klein Tools 11055, azul/amarelo	R$ 130,46	4.8	8000		8	https://www.amazon.com.br/dp/B00080DPNQ	https://www.amazon.com.br/dp/B00080DPNQ?tag=910556142-20	https://m.media-amazon.com/images/I/51OQwLMv6PL._AC_UL320_.jpg		27
amazon	B082BTT92H	Dewalt DCS369B ATOMIC 20V MAX sem fio com uma mão serra recicladora (ferramenta somente)	R$ 1.448,96	4.8	7900		8	https://www.amazon.com.br/dp/B082BTT92H	https://www.amazon.com.br/dp/B082BTT92H?tag=910556142-20	https://m.media-amazon.com/images/I/618BvKV5jzL._AC_UL320_.jpg		28
amazon	B007NVSSFS	DEWALT Serra de Jig Max 20V, somente ferramenta (DCS331B)	R$ 1.363,89	4.8	7700		8	https://www.amazon.com.br/dp/B007NVSSFS	https://www.amazon.com.br/dp/B007NVSSFS?tag=910556142-20	https://m.media-amazon.com/images/I/610ZZ7ZkgQL._AC_UL320_.jpg		29
amazon	B00I8N282O	Ferramentas Knipex, 86 03 125, 5 polegadas | ferramentas manuais de bicicleta	R$ 389,63	4.8	7700		8	https://www.amazon.com.br/dp/B00I8N282O	https://www.amazon.com.br/dp/B00I8N282O?tag=910556142-20	https://m.media-amazon.com/images/I/61i2Hv-8h1L._AC_UL320_.jpg		30
amazon	B00U0P0GHM	Dewalt Kit De Ferramentas Mecânicas De Dewalt E Conjunto De Soquete, 108 Peças (Dwmt73801)	R$ 961,72	4.8	7200		8	https://www.amazon.com.br/dp/B00U0P0GHM	https://www.amazon.com.br/dp/B00U0P0GHM?tag=910556142-20	https://m.media-amazon.com/images/I/71mPvINiSKL._AC_UL320_.jpg		31
amazon	B00BHGJHMI	Dremel 710-08 Kit de acessórios rotativos para todos os fins, 160 peças, 710-08, Kit de acessórios, 1 | Kit de 160 peças com trava Ez, mandril EZ402, rodas de corte, faixas de lixamento e discos, rodas de polimento, (160 peças)	R$ 267,94	4.8	7000		8	https://www.amazon.com.br/dp/B00BHGJHMI	https://www.amazon.com.br/dp/B00BHGJHMI?tag=910556142-20	https://m.media-amazon.com/images/I/61o9gSkHW8L._AC_UL320_.jpg		32
amazon	B076HR7VD4	Bosch Parafusadeira e furadeira GSR 7-14 E 400W 127V com cabo de 4m	R$ 355,95	4.8	6600		8	https://www.amazon.com.br/dp/B076HR7VD4	https://www.amazon.com.br/dp/B076HR7VD4?tag=910556142-20	https://m.media-amazon.com/images/I/516GaizdfYL._AC_UL320_.jpg	Mais de 100 compras no mês passado	33
amazon	B0DBVZQKGT	Bolsa para Ferramentas com 8 Bolsos – Compacta, Resistente e Ideal para Uso Profissional e Doméstico	R$ 65,00	4.8	6000		8	https://www.amazon.com.br/dp/B0DBVZQKGT	https://www.amazon.com.br/dp/B0DBVZQKGT?tag=910556142-20	https://m.media-amazon.com/images/I/71qICJnP+DL._AC_UL320_.jpg		34
amazon	B00TI7HZY0	DEWALT Conjunto de chaves de fenda com chaves de porca, 71 peças (DWMT73808)	R$ 268,90	4.8	5800		8	https://www.amazon.com.br/dp/B00TI7HZY0	https://www.amazon.com.br/dp/B00TI7HZY0?tag=910556142-20	https://m.media-amazon.com/images/I/61xVi1rC5VL._AC_UL320_.jpg		35
amazon	B00SOU6LR4	DEWALT Kit multiferramentas oscilantes 20V MAX XR, velocidade variável (DCS356D1)	R$ 1.121,60	4.8	5300		8	https://www.amazon.com.br/dp/B00SOU6LR4	https://www.amazon.com.br/dp/B00SOU6LR4?tag=910556142-20	https://m.media-amazon.com/images/I/716To-rxGLL._AC_UL320_.jpg		36
amazon	B076VYKZH8	Furadeira De Impacto 1/2 C/ Maleta Bosch G12 127v	R$ 471,90	4.8	5300		8	https://www.amazon.com.br/dp/B076VYKZH8	https://www.amazon.com.br/dp/B076VYKZH8?tag=910556142-20	https://m.media-amazon.com/images/I/51xfIhO9MoL._AC_UL320_.jpg		37
amazon	B00G9CL83Q	Kit de chaves de fenda DEWALT Impact Ready FlextorQ DWA2T35IR, 35 peças	R$ 253,86	4.8	4600		8	https://www.amazon.com.br/dp/B00G9CL83Q	https://www.amazon.com.br/dp/B00G9CL83Q?tag=910556142-20	https://m.media-amazon.com/images/I/81bLlAQqLOL._AC_UL320_.jpg		38
amazon	B00I3POGXQ	Milwaukee Chave de Impacto Hexagonal de Íon de Lítio 2656-20 M18 18 V 1/4 polegada com 1.500 polegadas libras de Torque e matriz de Iluminação LED (Bateria Não Incluída, Apenas Ferramenta Elétrico)	R$ 514,38	4.8	4500		8	https://www.amazon.com.br/dp/B00I3POGXQ	https://www.amazon.com.br/dp/B00I3POGXQ?tag=910556142-20	https://m.media-amazon.com/images/I/61eOK7GtrxL._AC_UL320_.jpg		39
amazon	B085DVBDHZ	Makita E-01666 Impact XPS 35 peças	R$ 183,19	4.8	4400		8	https://www.amazon.com.br/dp/B085DVBDHZ	https://www.amazon.com.br/dp/B085DVBDHZ?tag=910556142-20	https://m.media-amazon.com/images/I/71vc1tdyrqL._AC_UL320_.jpg		40
amazon	B00ODN0S70	DEWALT Serra Sabre Compacta 20V MAX* Ion-Litio Sem Bateria e Sem Carregador DCS387B	R$ 1.289,38	4.8	4300		8	https://www.amazon.com.br/dp/B00ODN0S70	https://www.amazon.com.br/dp/B00ODN0S70?tag=910556142-20	https://m.media-amazon.com/images/I/51UabQjfSmL._AC_UL320_.jpg		41
amazon	B08VN7CSTJ	MILWAUKEE'S Milwaukee 2962-20 M18 18V Combustível 1/2" Chave De Impacto De Torque Com Anel De Atrito	R$ 2.166,60	4.8	3600		8	https://www.amazon.com.br/dp/B08VN7CSTJ	https://www.amazon.com.br/dp/B08VN7CSTJ?tag=910556142-20	https://m.media-amazon.com/images/I/51gZLVF0xRL._AC_UL320_.jpg		42
amazon	B000BK7AOS	Wera Conjunto de ferramentas compacto "Kraftform 50.8 cm com bolsa, SL/PH/PZ, 7 peças, prata	R$ 327,37	4.8	3100		8	https://www.amazon.com.br/dp/B000BK7AOS	https://www.amazon.com.br/dp/B000BK7AOS?tag=910556142-20	https://m.media-amazon.com/images/I/610ia7kC2-L._AC_UL320_.jpg		43
amazon	B07H7DQ3DK	M18 Ferramenta de serra de combustível com cabo em D	R$ 1.660,00	4.8	2800		8	https://www.amazon.com.br/dp/B07H7DQ3DK	https://www.amazon.com.br/dp/B07H7DQ3DK?tag=910556142-20	https://m.media-amazon.com/images/I/71a1vTV1+8L._AC_UL320_.jpg		44
amazon	B09TB998J3	Vonder, Parafusadeira/Furadeira A Bateria, 12 V, Fonte de Carregamento	R$ 130,00	4.8	2700		8	https://www.amazon.com.br/dp/B09TB998J3	https://www.amazon.com.br/dp/B09TB998J3?tag=910556142-20	https://m.media-amazon.com/images/I/71Q29FYJMSL._AC_UL320_.jpg	Mais de 200 compras no mês passado	45
amazon	B07MZB4NYJ	Neiko 02447A Conjunto de Soquetes de Impacto Master Drive de 1,27 cm, Sortimento de Soquetes Rasos de 32 Peças | Tamanhos Padrão SAE (3/8 a 1-1/4 polegadas) e Métrico (10-32 mm) | Aço Cr-V	R$ 570,77	4.8	2600		8	https://www.amazon.com.br/dp/B07MZB4NYJ	https://www.amazon.com.br/dp/B07MZB4NYJ?tag=910556142-20	https://m.media-amazon.com/images/I/716atyZgYtL._AC_UL320_.jpg		46
amazon	B076KLZ3RM	Bosch Parafusadeira Furadeira a bateria GSR 1000 Smart 12V com 10 bits e maleta	R$ 399,99	4.8	2500		8	https://www.amazon.com.br/dp/B076KLZ3RM	https://www.amazon.com.br/dp/B076KLZ3RM?tag=910556142-20	https://m.media-amazon.com/images/I/61DmMa4Pa+L._AC_UL320_.jpg		47
amazon	B076S9YBMH	DEWALT Retificadeira 1 ½ Pol. 38mm 20V Max li-ion Sem Bateria e Sem Carregador DCG426B	R$ 1.189,00	4.8	2500		8	https://www.amazon.com.br/dp/B076S9YBMH	https://www.amazon.com.br/dp/B076S9YBMH?tag=910556142-20	https://m.media-amazon.com/images/I/519Qi24LJoL._AC_UL320_.jpg		48
amazon	B0001P0CC0	Knipex 70 06 180 cortador diagonal cromado 18 cm/testado em VDE	R$ 389,06	4.8	2400		8	https://www.amazon.com.br/dp/B0001P0CC0	https://www.amazon.com.br/dp/B0001P0CC0?tag=910556142-20	https://m.media-amazon.com/images/I/61H3Ijqv7GL._AC_UL320_.jpg		49
amazon	B088W1VY9Q	Bosch Parafusadeira Furadeira Impacto GSB 18V-50 18V Brushless com 2 baterias, 1 carregador e maleta	R$ 935,00	4.8	2300		8	https://www.amazon.com.br/dp/B088W1VY9Q	https://www.amazon.com.br/dp/B088W1VY9Q?tag=910556142-20	https://m.media-amazon.com/images/I/618HUQaRUcL._AC_UL320_.jpg	Mais de 100 compras no mês passado	50
amazon	B08VVX6PWJ	Kit de Ferramentas para Fiação, 2 Peças	R$ 365,29	4.8	2300		8	https://www.amazon.com.br/dp/B08VVX6PWJ	https://www.amazon.com.br/dp/B08VVX6PWJ?tag=910556142-20	https://m.media-amazon.com/images/I/513zWCU7oqL._AC_UL320_.jpg		51
amazon	B09RX4R3TR	Milwaukee 2880-20 M18 FUEL Rebarbadora de íon de lítio sem escova, 12,7 cm, sem fio, com interruptor de pá sem trava (apenas ferramenta)	R$ 1.468,75	4.8	2300		8	https://www.amazon.com.br/dp/B09RX4R3TR	https://www.amazon.com.br/dp/B09RX4R3TR?tag=910556142-20	https://m.media-amazon.com/images/I/51VbFwi7iOL._AC_UL320_.jpg		52
amazon	B08H1ZNBJ2	SKIL Chave de fenda de pistola recarregável 4V sem fio com conjunto de 42 peças, carregador USB e estojo de transporte - SD5618-03	R$ 330,17	4.8	2300		8	https://www.amazon.com.br/dp/B08H1ZNBJ2	https://www.amazon.com.br/dp/B08H1ZNBJ2?tag=910556142-20	https://m.media-amazon.com/images/I/61VqF7I3JOL._AC_UL320_.jpg		53
amazon	B07JK4Z4WP	Bosch Furadeira de Impacto GSB 450 RE 450W 220V	R$ 255,21	4.8	2200		8	https://www.amazon.com.br/dp/B07JK4Z4WP	https://www.amazon.com.br/dp/B07JK4Z4WP?tag=910556142-20	https://m.media-amazon.com/images/I/51oo60qZZYL._AC_UL320_.jpg	Mais de 400 compras no mês passado	54
amazon	B0C3TGRLLM	DEWALT 20V MAX Furadeira e Parafusadeira Sem Fio, 1,27 cm, 2 Velocidades, Bateria XR 2.0 Ah e Carregador Incluídos (DCD777D1)	R$ 1.024,73	4.8	2200		8	https://www.amazon.com.br/dp/B0C3TGRLLM	https://www.amazon.com.br/dp/B0C3TGRLLM?tag=910556142-20	https://m.media-amazon.com/images/I/715+r4lU6mL._AC_UL320_.jpg		55
amazon	B00TI5ETMI	Kit de soquetes resistentes de 1/4" DeWalt DWMT73811, 20 peças	R$ 221,88	4.8	2200		8	https://www.amazon.com.br/dp/B00TI5ETMI	https://www.amazon.com.br/dp/B00TI5ETMI?tag=910556142-20	https://m.media-amazon.com/images/I/61r0mZ0WjiL._AC_UL320_.jpg		56
amazon	B000MKG08E	Klein Tools Ferramenta de toque 626, 6 em 1, cabo acolchoado	R$ 310,39	4.8	2100		8	https://www.amazon.com.br/dp/B000MKG08E	https://www.amazon.com.br/dp/B000MKG08E?tag=910556142-20	https://m.media-amazon.com/images/I/41-3-z7KM3L._AC_UL320_.jpg		57
amazon	B0BBJPCMQM	Sparta Maleta de ferramentas kit com 165 peças	R$ 99,75	4.8	2100		8	https://www.amazon.com.br/dp/B0BBJPCMQM	https://www.amazon.com.br/dp/B0BBJPCMQM?tag=910556142-20	https://m.media-amazon.com/images/I/61eTsWLcHpL._AC_UL320_.jpg	Mais de 2 mil compras no mês passado	58
amazon	B00TI6QAZG	DEWALT Conjunto de soquete de acionamento, SAE/Metric, unidade de 3/8 polegadas, 17 peças (DWMT73806)	R$ 171,62	4.8	1900		8	https://www.amazon.com.br/dp/B00TI6QAZG	https://www.amazon.com.br/dp/B00TI6QAZG?tag=910556142-20	https://m.media-amazon.com/images/I/61rurx0Lh3L._AC_UL320_.jpg		59
amazon	B07DQB7QKD	BLACK+DECKER Furadeira e Parafusadeira 3/8" LD12S e 13 Acessórios 12V	R$ 269,90	4.8	1800		8	https://www.amazon.com.br/dp/B07DQB7QKD	https://www.amazon.com.br/dp/B07DQB7QKD?tag=910556142-20	https://m.media-amazon.com/images/I/612O6gMZzLL._AC_UL320_.jpg		60
amazon	B07TVG85N3	DEWALT XTREME 12V MAX* Kit de perfuração/driver sem fio, 3/8 polegadas (DCD701F2)	R$ 1.379,98	4.8	1800		8	https://www.amazon.com.br/dp/B07TVG85N3	https://www.amazon.com.br/dp/B07TVG85N3?tag=910556142-20	https://m.media-amazon.com/images/I/51-u7f57UZL._AC_UL320_.jpg		61
amazon	B07JQ9G9RS	Bosch Tupia GKF 550 550w 127V com 2 pinças	R$ 454,07	4.8	1700		8	https://www.amazon.com.br/dp/B07JQ9G9RS	https://www.amazon.com.br/dp/B07JQ9G9RS?tag=910556142-20	https://m.media-amazon.com/images/I/61z1mm42Q0L._AC_UL320_.jpg	Mais de 50 compras no mês passado	62
amazon	B0BS77VG1X	Bosch Furadeira Parafusadeira Impacto 18V GSB185LI-1B Sem Fio, 1 bateria e maleta	R$ 771,00	4.8	1600		8	https://www.amazon.com.br/dp/B0BS77VG1X	https://www.amazon.com.br/dp/B0BS77VG1X?tag=910556142-20	https://m.media-amazon.com/images/I/613yPz58YxL._AC_UL320_.jpg	Mais de 500 compras no mês passado	63
amazon	B0BPD1C7S2	Chave de impacto Milwaukee sextavada sem fio 3453-20 12V 1/4” (ferramenta descoberta)	R$ 820,35	4.8	1600		8	https://www.amazon.com.br/dp/B0BPD1C7S2	https://www.amazon.com.br/dp/B0BPD1C7S2?tag=910556142-20	https://m.media-amazon.com/images/I/71giJm1yymL._AC_UL320_.jpg	Mais de 50 compras no mês passado	64
amazon	B0BV17VLYG	DEWALT Chave De Impacto 20 V Máx., 1/4", Bateria E Carregador Incluídos (Dcf787D1)	R$ 1.018,30	4.8	1600		8	https://www.amazon.com.br/dp/B0BV17VLYG	https://www.amazon.com.br/dp/B0BV17VLYG?tag=910556142-20	https://m.media-amazon.com/images/I/711K5I8vD+L._AC_UL320_.jpg		65
amazon	B088V99QGG	Klein Tools Conjunto de ferramentas de chave de fenda isolada 94130 1000 V com pontas Phillips número 2 e ponta fina de 0,6 cm, 2 alicates e descascador de fios	R$ 724,46	4.8	1600		8	https://www.amazon.com.br/dp/B088V99QGG	https://www.amazon.com.br/dp/B088V99QGG?tag=910556142-20	https://m.media-amazon.com/images/I/61Rkp9VZqjL._AC_UL320_.jpg		66
amazon	B0925826M2	Klein Tools Testador de cabos VDV526-200, testador de cabos Ethernet LAN Scout Jr. 2 para cabos CAT 5e, CAT 6/6A com conexões RJ45	R$ 459,72	4.8	1600		8	https://www.amazon.com.br/dp/B0925826M2	https://www.amazon.com.br/dp/B0925826M2?tag=910556142-20	https://m.media-amazon.com/images/I/51Qo0v19KPL._AC_UL320_.jpg		67
amazon	B07P4ZTS48	Milwaukee Furadeira M12 12V 3/8 polegadas (2407-20) (somente ferramenta desencapada - bateria, carregador e acessórios não incluídos) (edição limitada)	R$ 830,19	4.8	1600		8	https://www.amazon.com.br/dp/B07P4ZTS48	https://www.amazon.com.br/dp/B07P4ZTS48?tag=910556142-20	https://m.media-amazon.com/images/I/6179rH5ZnzL._AC_UL320_.jpg		68
amazon	B09QRCRYJF	Bosch Esmerilhadeira GWS 700, 710W 127V, Azul	R$ 288,78	4.8	1500		8	https://www.amazon.com.br/dp/B09QRCRYJF	https://www.amazon.com.br/dp/B09QRCRYJF?tag=910556142-20	https://m.media-amazon.com/images/I/51AqxXxZ6XL._AC_UL320_.jpg	Mais de 800 compras no mês passado	69
amazon	B09QRQQY4S	Bosch Esmerilhadeira GWS 700, 710W 220V	R$ 269,90	4.8	1500		8	https://www.amazon.com.br/dp/B09QRQQY4S	https://www.amazon.com.br/dp/B09QRQQY4S?tag=910556142-20	https://m.media-amazon.com/images/I/51AqxXxZ6XL._AC_UL320_.jpg	Mais de 1 mil compras no mês passado	70
amazon	B08J2DN6HC	Klein Tools VDV427-300 Ferramenta de Punchdown Impacto com Lâmina 66/110 - Conexões CAT Confiáveis para Profissionais	R$ 169,80	4.8	1400		8	https://www.amazon.com.br/dp/B08J2DN6HC	https://www.amazon.com.br/dp/B08J2DN6HC?tag=910556142-20	https://m.media-amazon.com/images/I/51Pz2nr2j8L._AC_UL320_.jpg		71
amazon	B000BYEJ02	Milwaukee Acessório Em Angulo Reto 1/4" Bit 49-22-8510	R$ 625,52	4.8	1400		8	https://www.amazon.com.br/dp/B000BYEJ02	https://www.amazon.com.br/dp/B000BYEJ02?tag=910556142-20	https://m.media-amazon.com/images/I/61mCXPP9GUL._AC_UL320_.jpg		72
amazon	B000LGBZDE	Serra de alta tensão LENOX Tools 12132HT50, 30 cm, azul	R$ 232,81	4.8	1400		8	https://www.amazon.com.br/dp/B000LGBZDE	https://www.amazon.com.br/dp/B000LGBZDE?tag=910556142-20	https://m.media-amazon.com/images/I/4115LGWyylL._AC_UL320_.jpg		73
amazon	B07RCNHV62	CRAFTSMAN CMHT81714 20,32 cm (8") TIRAS, CORTADOR, CRIMPER	R$ 144,43	4.8	1300		8	https://www.amazon.com.br/dp/B07RCNHV62	https://www.amazon.com.br/dp/B07RCNHV62?tag=910556142-20	https://m.media-amazon.com/images/I/71Y601uc3iS._AC_UL320_.jpg		74
amazon	B00TODY7YO	Dremel EZ725 Kit de armazenamento de acessórios multiuso, 70 peças	R$ 431,05	4.8	1300		8	https://www.amazon.com.br/dp/B00TODY7YO	https://www.amazon.com.br/dp/B00TODY7YO?tag=910556142-20	https://m.media-amazon.com/images/I/71HCULgbzML._AC_UL320_.jpg		75
amazon	B002QB1ADW	MAKITA FURADEIRA DE IMPACTO 13MM (1/2 POL) 760W 220V HP1640	R$ 419,80	4.8	1300		8	https://www.amazon.com.br/dp/B002QB1ADW	https://www.amazon.com.br/dp/B002QB1ADW?tag=910556142-20	https://m.media-amazon.com/images/I/51go75931EL._AC_UL320_.jpg		76
amazon	B08WG2HC81	Serra de serra sem fio sem escovas Milwaukee 2821-20 M18 Fuel 18 V	R$ 1.909,02	4.8	1300		8	https://www.amazon.com.br/dp/B08WG2HC81	https://www.amazon.com.br/dp/B08WG2HC81?tag=910556142-20	https://m.media-amazon.com/images/I/51GnMARTIgL._AC_UL320_.jpg		77
amazon	B076YFHNJX	Bosch Serra Mármore GDC 151 TITAN 1500W 220V com 1 disco, kit refrigeração e maleta	R$ 529,90	4.8	1200		8	https://www.amazon.com.br/dp/B076YFHNJX	https://www.amazon.com.br/dp/B076YFHNJX?tag=910556142-20	https://m.media-amazon.com/images/I/71hRYBAzreL._AC_UL320_.jpg	Mais de 50 compras no mês passado	78
amazon	B0090IHA7Y	DEWALT DWA1790IR 3-Piece IMPACT READY Step Drill Bit Set	R$ 492,70	4.8	1200		8	https://www.amazon.com.br/dp/B0090IHA7Y	https://www.amazon.com.br/dp/B0090IHA7Y?tag=910556142-20	https://m.media-amazon.com/images/I/81g7IkN6zZL._AC_UL320_.jpg		79
amazon	B0CNDDK92R	Klein Tools Chave de impacto 32910, conjunto de soquete de impacto SAE 7 em 1 com alça, soquete flip com tamanhos de chave de porca de 1/4, 5/16, 3/8, 7/16, 1/2 e 9/16 polegadas e suporte de broca de	R$ 264,03	4.8	1200		8	https://www.amazon.com.br/dp/B0CNDDK92R	https://www.amazon.com.br/dp/B0CNDDK92R?tag=910556142-20	https://m.media-amazon.com/images/I/51rSRQ1hxsL._AC_UL320_.jpg		80
amazon	B08VW84W2G	Klein Tools Conjunto de ferramentas 80019, kit de ferramentas de chave de fenda e chave de porca, 30 brocas e tamanhos de força industrial diferentes, 4 peças	R$ 406,30	4.8	1200		8	https://www.amazon.com.br/dp/B08VW84W2G	https://www.amazon.com.br/dp/B08VW84W2G?tag=910556142-20	https://m.media-amazon.com/images/I/51kmN5HiYmL._AC_UL320_.jpg		81
amazon	B07GSH1K97	Bosch Serra Circular GKS 150 1500W 220V com 1 disco e guia	R$ 699,99	4.8	1100		8	https://www.amazon.com.br/dp/B07GSH1K97	https://www.amazon.com.br/dp/B07GSH1K97?tag=910556142-20	https://m.media-amazon.com/images/I/51lIxaMS15L._AC_UL320_.jpg		82
amazon	B0D18SYVJL	Klein Tools Chave de impacto 32934, conjunto de soquetes de impacto SAE 9 em 1, 4 soquetes flip com tamanhos de chave de porca de 1/4, 5/16, 3/8, 7/16, 1/2, 9/16, 5/8 e 3/10.2 cm com suporte de ponta	R$ 318,95	4.8	1000		8	https://www.amazon.com.br/dp/B0D18SYVJL	https://www.amazon.com.br/dp/B0D18SYVJL?tag=910556142-20	https://m.media-amazon.com/images/I/6187m951xTL._AC_UL320_.jpg		83
amazon	B08GH53PNM	NEIKO 02434A Conjunto de soquetes de impacto padrão e profundo de 9,5 mm (3/8 polegada), tamanhos SAE de 6 pontos de 1,6 cm a 2,2 cm, aço CRV, 20 peças	R$ 237,91	4.8	984		8	https://www.amazon.com.br/dp/B08GH53PNM	https://www.amazon.com.br/dp/B08GH53PNM?tag=910556142-20	https://m.media-amazon.com/images/I/71Vjdl4t8UL._AC_UL320_.jpg		84
amazon	B07TXN17NS	DEWALT XTREME 12V MAX* Chave de fenda sem fio, baterias de 1/4 pol, 2-Ah (DCF601F2)	R$ 1.714,57	4.8	977		8	https://www.amazon.com.br/dp/B07TXN17NS	https://www.amazon.com.br/dp/B07TXN17NS?tag=910556142-20	https://m.media-amazon.com/images/I/614WcsY7WBL._AC_UL320_.jpg		85
mercado-livre	MLB4708816427	Compressor de Ar Portátil Digital BHCASES 80W USB-C para Carro Moto Bike Preto	R$ 71	4.8		10mil	66	https://www.mercadolivre.com.br/compressor-de-ar-portatil-digital-bhcases-80w-usb-c-para-carro-moto-bike-preto/p/MLB62614365?pdp_filters=item_id%3AMLB4708816427&extra_comm=true&brand_comm=false#polycard_client=affiliates&wid=MLB4708816427&sid=affiliates	https://meli.la/1wYjUG9	https://http2.mlstatic.com/D_Q_NP_2X_783062-MLA112768807183_062026-AB.webp	10mil vendidos no Mercado Livre	1
